document	label
헐리우드에서 만들었다면 정말 멋진 영화가 되었을지도 모르겠다 견자단의 표정연기나 행동연기는 기가막히고 주윤발의 표정연기 너무 멋지다 그런데 그놈의 말도 안돼는 3D가 다 망친듯	1.0
그냥 주는거다. 5점은 아닌 듯	1.0
진짜 재미 없는 영화 공통점....스포츠영화,군대영화,자막 나오는 영화	0.0
제발 2좀 찍어주세요. 현기증 난단 말이에요	1.0
너무나도 공감되는 영화 아... 언니 생각 난당	1.0
오랫만에 머리를 깨워주는 느낌을 주는 영화를 본 것 같다.	1.0
팔레스타인 의 고뇌 하지만 좀 이념 영화 같은면	1.0
담백하고 재미있다. 포스터,제목 바꾸지 마란말야!	1.0
스토리와 영상미의 완벽한 조화	1.0
와...	0.0
네러티브는 하나도 없는 예쁜 음악 동영상. 취미로 영화만드는 것은 이걸로 끝나길 . 잘하는 음악에 올인하길.	0.0
킹오파 영화랑 이거랑 비교해봐라 이게 훨씬 명작이다	1.0
ㅇ올밴 재편성때 광희한테 쫓겨나고 이번엔 유세윤 음주운전때매 쫓겨나고 ... 안타깝고 실망스러울뿐이다	0.0
삼류영화도 못되는... 단 1점도 아깝다... 제기럴.....	0.0
이 영화를 알게해주신 교수님께 진심으로 감사드린다... 초록...초몽환적이야...	1.0
재미있다고 허풍 떨지 마세요	0.0
시간이 흘러도 퇴색되지 않는 맛이 있는 영화	1.0
영화를 숨참고 만들었나봐요 ㅋㅋ 그냥 열심히 하는 배우들을 응원할뿐...	0.0
나 이거 보면서 우주에 대한 미스터리에 발동이 걸린 듯... ㅋㅋㅋ 나름 재밌었음. 짠하기도 하고, 웃기기도 함.. ㅋㅋ	1.0
추억의 명작만화	1.0
그냥 불법체류자 때려잡는 영화면 좋았을텐데...무슨 우상화를 만든다고 미국의 따뜻한 설정...이건 뭥미??	0.0
꼭보소 두번보소	1.0
가면 갈수록 이야기는 산으로...	0.0
보여줄 만큼 보여 줬다 선택은 니가 해라	1.0
천하의 쓰레기 양녕대군에 대한 미화가 거슬리는게 흠.. 하지만 사극으로서 정말 대단한 드라마였습니다.	1.0
그냥. 최고다.	1.0
보면 볼수록 빠져드는 제니퍼 가너의 매력 ^^	1.0
정말재밌다강추연기력도뛰어나다빅맨화이팅!.!	1.0
시범에대한스토리만후딱전개되네-_- 이영화뭐지?	0.0
스파이 키드의 어덜트 막장 폭력 무비. 재미, 감동, 교훈등 영화가 줄 수 있는 것들이 모두 다 빠져있다.	0.0
나도 저렇게 홀로 외로이 떠돌다 갈 수 있다는 사실이 가슴아프네요	1.0
굳	1.0
긴장감 있게 흥미로운 전개	1.0
안타까울뿐. 안타까울뿐.	0.0
멋지다 조문탁!	1.0
성의 없는 한글 번역 제목이 모욕적으로 느껴지는 훌륭한 작품	1.0
의사소통의 먹먹함이느껴질때.공감가는 그런 느낌들. 그리고 감동.	1.0
8점만들자	1.0
서기가 너무 착해요 ㅠㅠ 나쁜삼장 그냥 서기 앙탈좀 받아주지 ㅡㅡ	1.0
나 이거 중학교때 퍼펙트 월드랑 동시상열으루 봤는데 ㅋㅋㅋ 잼있었음!!	1.0
그냥저냥볼려고했다 내취향은 절대아니다	0.0
왜 이런 영화를 제작했을까???	0.0
그렇다 다큐는 참신한 큰 거 한방이다	1.0
i really really panic. what a bitchs movie!!!	0.0
이 영화를 안 순간부터 여러분들은 무뚝뚝하고 무서운 사람들에게 터미네이터란 별명을 한번쯤은 만들었을 마법에 빠질지도 모릅니다	1.0
임창정의 컨디션 난조에 억지 상황 설정까지..	0.0
악당이 무슨 분신술을 쓰나? 전개가 개막장..보다가 끔.	0.0
왜캐 평점 높음 쓰레기임	0.0
저예산 독립 애니메이션 이라는 사실을 감안하고도 너무나 처참한 작품 퀼리티다.시종일관 조잡하고 난해하고 스토리와 전체적으로 붕 떠있다. 거기다 중고딩 수준의 그림체와 일반인 성우들의 출현은 극 몰입을 방해하는데 큰 기여를 한다.	0.0
신민아 너무 귀엽게 잘봤고 류승범도 재밌게 잘봤고요 배우들이 좋아서 그런지 영화재밌는데 평론가들 평이 왜낮은지 모르겠네요	1.0
소년기의 추억이 함께했던 드라마 그리고 엔딩	1.0
옥빈님짱	1.0
어쩌라는 영화냐.	0.0
1시간이어서 다행이다. 돼지가 우물에 빠진 날은 어떻게 만들어 졌는지 ... 언제부터 만드는 것 마다 볼 가치도 없는 한심한 순 엉터리 이야기들.. 밑에 마술이니 배우고 간다니 웃기는 전문가들 니들이 전문가라니 ㅉㅉㅉ 이러니 세상이 미쳐 돌아가지	0.0
이건 10점 드려도 부족한 점수입니다. 100점 드리고 싶네요	1.0
이야기 자체가 흥미를 끌지 못하는군	0.0
기자 평론가라는 넘들은 뭐하는 애들이냐 이렇게 웃긴 영화에 5.49점을 주네 정신나간것들;;ㅋㅋ 진짜 웃기다 그냥 아무 생각없이 보다가 빵터졌다;ㅋㅋ	1.0
어제 탑기어 방송을 보러갔음......가는날이 장날이라고국산차 하드라~사람 겁내 많음 첨엔 괜찮았는데강예빈 나오고나서부터 사람들 욕하기.시작했음...이건 탑기어프로그램인지 강예빈.토크쇼인지 구별이 안갔음 암튼 대실망!!!!다리 아파 죽는줄...	0.0
강시영화중 만점 받을만한 몇 안되는 영화...^^	1.0
깨평없고~ 상한가 없고!! 패가 돌아간다~~	1.0
ㅇ	0.0
나름 그냥 그저그런 영화	0.0
최고의영화	1.0
트레일러보고난후에 1분간 멍때린	1.0
완전 스토리도 엉망이구, 완전 비추..ㅜ	0.0
농구 하자고 달려드는 것이지 이건	0.0
아니 찍어놓고 모니터링 한번 안하나 어떻게 염치 업이 이런걸 극장에 걸수가 있지?	0.0
모든 사람들 웃기만 했다...	0.0
조카 재미없네 스릴이라고는 찾아볼수가없네 흑인자식은 입도없고 힘도없어서 찌질하게 그러고잇다딱 서프라이즈 진실혹은거짓에 나오면 될스토리	0.0
지인의 지인이 만든 영화라서 욕은 못하겠구.ㅠ.ㅠ 전직하심이..	0.0
깡패들한테서 나는 남자의 향기는 뭘까?	0.0
이계인은 연기가 너무 한결 같은것같아요ㅠ채널 돌리다 이계인 나오면 무조건 패스~~이계인씨 캐릭터 색깔이 너무 뚜렷해서비호감이에요ㅠ	0.0
하얀노파가 가장 카와이함	1.0
장난하나--반전같은거 있을 줄 알고 끝까지 다 봤는데 진짜 아오..시간아까워	0.0
여기서 말도 안되는장면은 npg가 폭발했는데 건물지하가 안무너진것	1.0
알바놈들 양심도 없냐...멀보고 십점주는거냐	0.0
마츠야마에 매력에 빠지고싶은분들만 ㅋ 영화보뭐고켄만보실분만 ㅋ	1.0
진짜 댓글보고 안보려 했었는데 볼영화 없어서 봤는데 진짜 재밌습니다..평점 1~2점 믿지마세여 효민 씨도 연기 잘하시고 감동도 있어요 ㅠㅠ 개인취향 일수도있는데 진짜 재밌게 봤습니다!	1.0
지금도 한번씩 봄 물론 감독판!	1.0
일본가 이런말할 자격이잇나?	0.0
영화속의 영화는 영화속의 현실이되고 그 현실이 영화로 만들어 졌다면 우리가 보는 영화는 어디에서부터 어디까지일까요? 현재속에 숨어있는 과거들 과거속에 숨어있었던 현재들 수많은 장치들을 찾아보는 것도 이 영화가 가지고 있는 즐거움 아닐까요? 좋았습니다.	1.0
잘 보고있었는데 갑자기 쌩뚱맞게 랩 왜 나오나요흐름 뚝뚝 끊기고 볼 맛 안나네요	0.0
세상은 너의 것이다! 펠레!	1.0
너무현실적이지 않아요 깇체가 자꾸바뀌고 고도도 몇초만에 바로상승함	0.0
별 0개 선택 왜없어요? 솔직히 별 반개도 아깝다	0.0
아침은 막장이라는 공식이 성립되는 이유...	0.0
...미치겠다	1.0
유머가 곳곳에서 흘러나오면서 스토리도 잘연결되어있다. 두가지를 잘 합쳐놓은 코미디액션 명작.어렸을때 영화보고 무서웠던게 미이라의 이모텝이랑 맨인블랙의 바퀴벌레였는데...	1.0
아름다운 영화였어요	1.0
어린아이들만 재미있고	0.0
신상옥 감독 아들이란 사람이 유학씩이나 가서 돈만 뿌리고 왔구만... 국어책을 읽어도 이보단 낫겠음.. 사실을 허구로 만들어놨음.. 아놔~~~..장나라 동생 공채 텔런튼데.. 이게 뭐하는 짓이냐..집안이 연극 집안이구만 어디서 학예회하다 왔음???	0.0
젠장....	0.0
블렉코메디? 걍 코메딘데?	0.0
이거 재밌다는 사람들은 인생 참 재미없게 사시는 분들인 듯 1은 확실히 잘 만들었지만 2는 진짜 망했네요 사건의 인과관계가 없어서 고전소설을 영화화 시킨건가도 생각되고 보는내내 찝찝하고 에휴..	0.0
진짜 이런 개 씨,1바ㄹ OOO 같은 영화 개 시간낭비 의미도없고 무섭지도않고 내가 왠만하면 공포영화는 즐겨보는데 이건 진짜 OOOO같다	0.0
제 점수는요...원표만 안나왔어도,그냥 1점줘버리는건데,원표가 살렸다.바보들의행진.	0.0
펠레의 개인기를 볼수있어서 좋았던! 축구영화는 베른의 기적이 더 낳은듯^^	1.0
진부하다. 뻔하다.	0.0
낚였다. 틴토의 작품이라기에...	0.0
태어나서 처음으로 영화보다 중간에 나왔습니다,,,,불륜이 로맨스냐,,	0.0
짱입니다 말이필요없어요	1.0
스트레스 풀려요. 그리고 영화 속 음악 대박!	1.0
북한을 미화한 쓰레기 영화	0.0
개구쟁이 스머프	1.0
제목으로 사람 속이지 마라	0.0
sf는 특히나 주제를 살리지 못하는 설정은 오히려 암적요인이다.	0.0
우리 모두는 누군가에게 섬머였다!	1.0
무슨..한번도 연기를 안해본애들한테 왜 성우를 합니까 ㅡ 예를들어서 조금 나이가 10대 아역배우들을 캐스팅하는게 좋은데..왜 이런애들이 왜 합니까..그래서 망한겁니다	0.0
정말. 재밌습니다 보장함	1.0
동성애에 대한 편견과 불쾌감을 심어주는 영화.	0.0
잘봤어요.. 가슴이 답답해서 많이 울었네요..	1.0
그냥 그닥... 별다른 감흥이 없었다	0.0
나중이라도 꼭 한번 보고싶습니다!!	1.0
최악.10분보다가에잇하고끔돈4000원아깝다정말	0.0
안녕하세요. 저는 이 영화속 삶과 아주 흡사한 삶을 살고 있는 사람입니다.하지만 이 영화 속 주인공 처럼 아이를 낳진 않은것 만 배제 한다면 제 삶이라고 해도 무방하군요.이 영화를 보게된 계기는 제가 영화를 좋아 하기 때문입니다.	1.0
완전 재미있음 추천 ㅠㅠ♥ 생텀 화이팅 !!!♥	1.0
크랭크 카메라로 찍은 것 같은 씬만 스무번 넘게 나오는데 보다가 울렁거려서 토할뻔. 영화에 나오는 게이들도 너무 왜곡되고 과장되어 있어서 오히려 감독(혹은 시나리오 작가)이 호모포비아 같다. 마지막 반전은 그냥 반전을 위한 반전 할 말 없음	0.0
머가마술이라는거야?나죽기전에외계인만나볼수나있을지?	0.0
평점이 예상보다 낮아서 놀랐어요저는 학교에서 선생님께서 보여주셔서 보게됐는데 너무 재밌게봤어요친구들이랑 수다도 별로 안떨고 몰입해서 재밌게봤어요!ost도 너무 좋아용	1.0
최고의 컬트코메디 ㅋㅋㅋ	1.0
설마 이런걸 영화관에서 보는 사람은 없겠지	0.0
프랑스다운 영화. 잘 만들긴했으나 공감은 안 됨.	1.0
첫부분은 별 7개 중간부분은 별 8개 끝부분은 별 5개 ㅋ 힐러리가 파티장에서 고든이랑 춤추는거 보고 별 5개됨.외국은 문화가 달라서 그런가? 일편단심이 부족한듯.. 이리갔다 저리갔다. 이런걸 사랑이라 말할수 있을까? 최종적으로 별4개	0.0
나이가 먹어갈수록 아름다운 배우..장만옥 정말 대단..	1.0
들리지 않고, 보이지 않는 마리를 통해 소통이라는 메시지를 전하는 영화!	1.0
포스님의 귀여운 연기 잘봤어요. 사고때문에 중단되서 아쉽네요	1.0
최고!! 주옥같은대사들.. 촌스럽지만 서정적인 분위기.....ㅜㅜ	1.0
크리스마스하면 떠오르는영화	1.0
할리우드가 보여준 돈의 위력	1.0
센스있는 연출력..탁월한 캐스팅..90년대의 향수.. 그래서 9점..	1.0
재밌네요... 어디에 평점 처음남겨봐요... 덤덤하고 잔잔하게 참 재밌습니다.	1.0
재미있네요.훌륭합니다	1.0
일본꺼라고 무조건 욕하기는;	1.0
대체 뭘 보라는 거냐? 1보고 높아진 텐션을 순식간에 -120%깎아먹는작품.안보는게최고	0.0
작가님 진짜 자기 주관없는 것 같아요.생각없이 막장으로 만들고--님꺼 다신 안봐요	0.0
남주 헤어스타일 왜 저래...? 가게분신노찌쯔!!!!	0.0
정말 소름끼친다!!!	1.0
1	0.0
몇년전에 돌려서 본거..재미없다..	0.0
제목이 뭐이래	1.0
아직어린 주연들의 연기가 정말돋보인작품..배경음악이 가슴을 쿵쿵울려대며시작부터 왠지모르게눈물이나려했다. 그저 보통의 평범한삶이 누군가에겐 간절한것일수있다는것, 그리고 자연재해를당한사람들이 얼마나처절한 마음으로 살아가는지 다시금 생각해보게하는 영화.	1.0
세계카사노바가,,,,난대...영화배우,,,ㅋㅋㅋ	1.0
노잼 노잼 노잼 노잼 노잼 노잼	0.0
영상미가 역시 최고네요	1.0
1편에비해 너~무 재미없었음 유치하고 비호감들만 잔뜩 나오고-_-	0.0
전작만도 못한 영화	0.0
머가 먼지 하나도 모르겟다 ;;	0.0
오늘 꼭 볼게요 !	1.0
속단은 금물	1.0
여자가 주인공인 공포영화는 절대 보지마라	0.0
이 좋은 떡밥을.... 이렇게 말아먹네;;;	0.0
드라마가 너무 재밋어서.. 아예 책까지 삿다는... 같은 내용은 아니지만.. ㅋㅋㅋ 넘 재밋어요 최진혁 왜 이렇게 멋잇나요!!! 꺄악!!! 다들 연기 최고!!!	1.0
이런 수작이 숨어 있다니...스토리 연기 몰입도 다 좋다.형제애란 이런 것이다.실화라고 하니 놀랍다.	1.0
로맨스의일주일이 끝나서 이제 무슨 낙으로 사나요. 한고은씨,조여정씨 또보고싶어요. 이렇게 티비보면서 설레인적은처음.. 나도 이탈리아여행 다녀온 기분♥남겨진사람들이 어쩐지 생각하니 슬퍼지네요.. 제발시즌2도만들어주세요^^박세현씨뒷이야기도 궁금해요^^	1.0
ㅄ같은영화	0.0
탄탄한 !~배우들 될고 ~머하는 건지~~~~~~~~~~~	0.0
최고의영화! ..,,	0.0
고딩인데 재밋다 :*)	1.0
관장군이 무덤에서 우신다 이렇게 니들 맘대로 해먹어도 되냐고. 중국인들의 허세, 허풍, 오버액션은 여전	0.0
전작의 반도 못따라갔음	0.0
정당한 것을 얻기 위한 그들의 흥겨운 싸움이라고 보면 될까. 두리반과 인디밴드가 자신들의 권리와 존엄성을 지키기 위해 예술,(음악, 공연, 글 )으로 자신들의 의견을 피력하는 모습이 멋있었다. 영화관이 추워서 보는 내내 한겨울 두리반에 있는 느낌이었다	1.0
움직이는 영상화보... 그 이상도 그 이하도 아님	0.0
이 작품이 드라마로 먼저나왔는데 나문희씨가 시어머니 목을 조르는 씬을 찍을때 촬영장이 울음바다가 됬다죠 감성문과생인 저도모의고사 풀면서 눈물 왕창 흘렸습니다ㅠㅜ	1.0
본지 꽤 됐지만 같이 본 어머니께 너무 죄스러웠던 쓰레기 영화.	0.0
가슴찡하게 눈물 나는영화~장쯔이와 선생님이 다시 재회하는 모습이 안나와 아쉬웠어요. 이제서야 보다니 아쉽네요. Ebs최고	1.0
추천할만한 경제영화였음	1.0
성룡영화중 최악인듯 ㅋㅋ	0.0
알바 많네 치아라 저리 치아라	0.0
몇번을 봤는데 볼때마다 손에 땀이 흔근.. 명작이라고 생각함	1.0
내주변을 정돈하고 천천히 하나하나 보자 그럼 하나하나가 다 기적이니까..	1.0
